model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
5,2019,14998,1,7953,4,145,60.1,1.0
5,2015,8000,1,14422,4,125,54.3,1.2
6,2017,18498,2,21183,0,145,61.4,2.0
5,2016,7998,1,21446,4,125,54.3,1.2
5,2019,12498,1,7941,4,145,58.9,1.0
6,2016,8498,1,45256,4,20,60.1,1.0
5,2013,5298,1,54545,4,0,65.7,1.0
6,2017,9998,1,28761,4,20,60.1,1.0
1,2014,7498,1,31343,4,30,55.4,1.0
13,2017,15998,1,24896,0,125,60.1,2.0
6,2017,16998,1,45854,4,150,41.5,2.0
5,2017,8698,1,18775,4,125,54.3,1.2
6,2019,15998,1,10386,4,145,49.6,1.0
5,2017,8998,1,20507,4,125,54.3,1.2
6,2017,9998,2,32384,4,125,51.4,1.0
5,2019,10698,1,10786,4,145,55.4,1.1
13,2020,20450,1,1196,0,150,38.2,2.0
1,2017,11495,1,39254,0,150,68.9,1.5
1,2017,9750,1,30157,0,20,68.9,1.5
13,2019,18495,1,11859,0,145,54.3,1.5
9,2019,14950,1,9693,0,145,57.7,1.5
13,2018,17295,1,11723,0,145,64.2,1.5
6,2019,16250,1,11027,0,145,74.3,1.5
11,2015,4998,1,28322,4,30,57.7,1.2
5,2017,8698,1,23833,4,0,65.7,1.0
5,2017,11298,1,13775,4,145,65.7,1.0
6,2017,10898,1,14050,4,145,60.1,1.0
13,2014,11698,1,34088,0,160,47.9,2.0
0,2014,5998,1,52565,4,30,55.4,1.0
5,2017,9998,2,16517,4,145,47.9,1.6
20,2019,19998,1,4605,0,145,61.4,1.5
6,2019,14998,1,12078,4,145,58.9,1.0
9,2014,6998,1,45460,0,125,60.1,1.6
2,2016,10498,2,24963,4,160,44.8,1.5
6,2015,12298,1,51103,4,240,39.2,2.0
13,2015,9498,1,63863,0,145,54.3,2.0
13,2016,11990,2,55145,0,145,52.3,2.0
5,2017,7490,1,28842,4,0,65.7,1.0
5,2019,13698,1,11060,4,145,58.9,1.0
6,2017,10498,1,39539,4,20,60.1,1.0
2,2017,10798,2,3652,4,165,44.8,1.5
13,2017,15998,1,29667,0,125,60.1,2.0
6,2016,8998,1,49080,0,0,74.3,1.5
13,2015,9298,1,61787,0,125,60.1,2.0
9,2017,10698,1,29886,0,30,64.2,1.5
13,2017,17498,2,31098,0,150,54.3,2.0
13,2017,13998,1,15860,0,150,54.3,2.0
5,2019,14998,1,8263,4,145,60.1,1.0
5,2015,8298,1,13118,4,0,65.7,1.0
5,2016,9698,1,19256,4,0,65.7,1.0
5,2017,7798,1,11085,4,125,54.3,1.2
6,2018,13498,1,10150,4,145,58.9,1.0
6,2016,9690,1,46176,0,0,74.3,1.5
6,2017,16498,1,18506,0,20,67.3,2.0
5,2017,11495,1,11476,4,145,65.7,1.0
2,2015,8000,1,29681,4,160,44.8,1.5
14,2015,11400,2,51581,0,125,57.7,2.0
5,2017,8250,1,32994,4,145,64.2,1.1
5,2019,10998,1,12320,4,145,58.9,1.0
2,2018,12998,1,3956,4,145,53.3,1.0
5,2014,6698,1,39002,4,0,65.7,1.0
13,2018,15998,1,10087,0,145,64.2,1.5
5,2014,6498,1,21284,4,30,54.3,1.2
6,2017,12998,1,17307,0,145,74.3,1.5
6,2017,18998,1,10222,4,145,41.5,2.0
5,2015,8498,1,10801,4,125,54.3,1.2
5,2015,6998,1,42477,4,30,54.3,1.2
13,2013,9498,2,64718,0,205,45.6,2.0
5,2019,11698,1,3484,4,150,48.7,1.1
6,2019,19300,1,2958,0,145,70.6,2.0
6,2017,16890,1,23365,4,145,41.5,2.0
6,2016,9420,1,34214,0,0,74.3,1.5
6,2019,15390,1,5341,4,145,60.1,1.0
6,2019,15370,1,6736,4,145,60.1,1.0
6,2015,9230,1,27412,0,0,74.3,1.5
12,2017,6990,1,11203,4,145,57.7,1.2
6,2017,15591,1,45400,0,20,67.3,2.0
2,2018,12891,1,16156,4,145,54.3,1.0
5,2017,10447,0,8337,4,145,54.3,1.0
13,2014,8998,1,71854,0,145,53.3,2.0
0,2013,5998,1,37058,4,30,55.4,1.0
6,2017,11998,1,28497,0,145,74.3,1.5
11,2014,4298,1,30658,4,30,57.7,1.2
6,2015,7498,1,36462,4,20,60.1,1.0
5,2013,7998,2,22125,4,150,47.9,1.6
6,2016,9498,1,18154,4,20,60.1,1.0
13,2017,19498,2,23270,0,145,54.3,2.0
13,2015,13698,1,34332,0,145,54.3,2.0
13,2015,11498,2,44123,0,145,52.3,2.0
3,2017,20498,1,29326,0,200,47.9,2.0
13,2018,16998,1,13737,0,145,64.2,1.5
6,2015,8998,1,32492,0,0,74.3,1.5
6,2018,18998,1,16312,0,145,67.3,2.0
5,2019,13898,1,14698,4,145,58.9,1.0
5,2019,13498,1,20388,4,145,58.9,1.0
5,2017,11998,1,8966,4,145,65.7,1.0
6,2015,8298,1,56282,0,20,67.3,1.6
9,2017,11698,1,12124,0,30,64.2,1.5
5,2019,14998,1,8389,4,145,60.1,1.0
6,2019,17498,0,11022,4,145,51.4,1.0
6,2019,17498,1,7359,0,145,74.3,1.5
6,2019,16998,1,8657,0,145,74.3,1.5
1,2017,10498,1,19534,0,20,68.9,1.5
5,2018,15698,0,921,4,145,49.6,1.0
5,2015,6998,1,48938,0,0,78.5,1.5
13,2017,15498,1,7431,0,125,60.1,2.0
6,2015,8498,1,31974,4,20,61.4,1.0
2,2015,7998,1,17786,4,160,44.8,1.5
5,2014,4698,1,52627,4,30,54.3,1.2
5,2019,11998,1,10970,4,145,58.9,1.0
13,2013,10998,1,32347,0,200,47.9,2.0
6,2016,8998,1,51324,0,0,74.3,1.5
5,2017,9298,1,6213,4,125,54.3,1.2
1,2016,10998,1,27639,4,30,55.4,1.0
5,2013,5298,1,64628,4,30,54.3,1.2
6,2016,14498,1,16501,0,20,67.3,2.0
5,2015,6798,1,37313,4,0,65.7,1.0
5,2014,6998,1,33154,4,30,54.3,1.2
0,2017,9798,1,13163,4,145,55.4,1.0
2,2017,9798,1,17593,4,125,52.3,1.0
6,2015,9698,1,13391,4,20,61.4,1.0
1,2017,9498,1,31877,0,20,68.9,1.5
5,2019,11798,1,13783,4,145,58.9,1.0
5,2019,11698,1,18115,4,145,58.9,1.0
1,2017,9998,1,34980,4,30,55.4,1.0
6,2015,9698,1,30149,0,0,74.3,1.5
6,2017,12698,1,9484,0,0,74.3,1.5
1,2017,10498,1,18250,0,20,68.9,1.5
5,2014,7798,1,15412,4,0,65.7,1.0
6,2019,19798,0,4797,0,145,64.2,2.0
6,2019,19998,0,2451,0,145,64.2,2.0
13,2017,16498,2,23224,0,145,58.9,1.5
6,2019,19998,0,6879,0,145,51.4,2.0
13,2014,9298,1,45543,0,145,53.3,2.0
6,2019,18298,0,2840,0,145,74.3,1.5
5,2018,10998,1,10970,4,145,58.9,1.0
9,2017,13498,1,8913,4,145,54.3,1.0
6,2017,12698,2,14876,4,125,51.4,1.0
5,2019,14998,1,3002,4,145,60.1,1.0
6,2018,20998,1,5757,4,145,41.5,2.0
5,2016,8998,1,12163,4,125,54.3,1.2
5,2019,14998,1,5721,4,145,60.1,1.0
6,2016,9998,1,27193,0,0,74.3,1.5
13,2018,15998,1,11460,0,145,54.3,1.5
14,2016,11298,2,66732,0,125,57.7,2.0
6,2017,15998,1,16290,0,20,67.3,2.0
6,2016,14498,1,32263,4,200,41.5,2.0
5,2018,10998,1,16353,4,145,65.7,1.0
6,2019,18998,0,11738,0,145,64.2,2.0
5,2015,7498,1,23764,4,125,54.3,1.2
6,2016,12998,1,41484,0,20,67.3,2.0
5,2017,10798,1,20241,4,145,65.7,1.0
11,2013,4198,1,45880,4,30,57.7,1.2
6,2019,16998,1,6092,4,145,49.6,1.0
6,2017,18998,1,11913,4,145,41.5,2.0
6,2018,19498,1,19382,4,145,41.5,2.0
5,2017,11698,1,10500,4,0,65.7,1.0
6,2015,9498,1,24717,4,20,60.1,1.0
5,2019,11498,1,6158,4,150,48.7,1.1
5,2017,10998,1,2360,4,150,65.7,1.0
6,2019,16998,1,19322,4,150,60.1,1.0
13,2016,16998,1,18480,0,150,54.3,2.0
13,2014,9298,1,52681,0,145,53.3,2.0
5,2014,6998,1,29095,4,30,54.3,1.2
6,2016,12698,1,7906,0,0,74.3,1.5
6,2015,9498,1,22420,0,0,74.3,1.5
6,2015,9798,1,18733,0,0,74.3,1.5
5,2017,11298,1,23358,4,20,62.8,1.0
2,2016,8998,1,34769,4,125,53.3,1.0
13,2017,12998,1,16300,4,160,45.6,1.5
6,2016,16798,1,15646,0,20,67.3,2.0
1,2016,9998,1,17330,0,20,68.9,1.5
5,2016,8198,1,23771,4,0,65.7,1.0
5,2017,10698,1,6991,4,145,65.7,1.0
6,2017,10698,1,11469,4,20,61.4,1.0
5,2013,4998,1,54323,4,30,54.3,1.2
15,2018,29998,1,20847,4,145,20.9,5.0
6,2014,5998,1,62855,0,20,67.3,1.6
6,2019,16498,1,2936,4,145,60.1,1.0
5,2016,7498,1,41271,0,0,88.3,1.5
6,2017,10498,1,24741,4,20,60.1,1.0
10,2018,16298,0,10703,0,145,56.6,1.5
13,2017,13298,1,11563,0,30,64.2,1.5
9,2017,10498,1,29684,0,30,64.2,1.5
5,2016,7298,1,20809,4,125,54.3,1.2
5,2018,11998,1,10320,4,145,56.5,1.0
6,2018,15498,1,14579,4,145,60.1,1.0
12,2017,7798,1,12392,4,145,57.7,1.2
5,2018,10698,1,7541,4,145,55.4,1.1
9,2017,11498,1,6368,0,30,64.2,1.5
5,2019,14698,1,10032,4,145,58.9,1.0
5,2019,14698,1,8438,4,145,58.9,1.0
6,2018,11498,1,27277,0,145,74.3,1.5
5,2016,8998,1,19882,4,0,65.7,1.0
5,2019,13998,1,6432,4,145,58.9,1.0
6,2015,7498,1,55312,0,20,67.3,1.6
5,2013,5998,1,51348,4,0,65.7,1.0
14,2016,11998,1,29964,0,30,65.7,2.0
13,2019,19498,1,9420,4,145,39.2,1.5
2,2017,9591,1,21236,4,145,52.3,1.0
5,2019,15450,1,5731,4,145,60.1,1.0
6,2016,7991,1,53922,4,20,60.1,1.0
5,2014,6150,1,31064,4,30,54.3,1.2
12,2018,7542,1,9880,4,145,57.7,1.2
5,2015,7324,1,27128,4,0,65.7,1.0
14,2016,11498,2,59601,0,125,57.7,2.0
5,2016,8998,1,11813,0,0,78.5,1.5
2,2016,8998,1,30557,4,125,53.3,1.0
6,2018,11498,1,25464,4,145,60.1,1.0
6,2019,16498,1,13699,0,145,74.3,1.5
6,2019,14798,1,12558,4,145,58.9,1.0
5,2019,13798,1,9847,4,145,58.9,1.0
6,2017,10998,1,14653,0,0,74.3,1.5
6,2017,11298,1,2666,4,20,61.4,1.0
6,2019,15998,0,9694,0,145,64.2,2.0
5,2019,14998,1,7995,4,145,60.1,1.0
2,2016,7498,1,48010,0,30,64.2,1.5
0,2013,6498,2,33155,4,160,44.1,1.6
5,2016,6998,1,49010,0,0,78.5,1.5
6,2017,11798,1,15417,0,0,74.3,1.5
5,2018,12998,2,9917,4,145,54.3,1.0
5,2018,10998,1,16658,4,145,65.7,1.0
6,2017,10498,1,28732,4,145,61.4,1.0
6,2018,13498,2,12619,4,145,51.4,1.0
5,2018,12998,1,17096,4,145,58.9,1.0
5,2019,10298,1,23309,4,145,55.4,1.1
5,2019,12698,1,7942,4,145,56.5,1.0
13,2017,16498,2,24956,0,145,54.3,2.0
5,2013,6998,1,15268,4,30,54.3,1.2
5,2019,11698,1,14337,4,145,58.9,1.0
5,2019,13998,1,17218,4,145,58.9,1.0
6,2017,16798,1,18215,4,145,41.5,2.0
5,2019,11998,1,9501,4,145,58.9,1.0
5,2019,13498,1,10248,4,145,58.9,1.0
9,2015,8498,1,47182,0,30,64.2,1.5
5,2017,10998,1,19690,4,150,65.7,1.0
6,2017,11998,1,8308,0,0,74.3,1.5
6,2017,12698,1,13588,0,0,74.3,1.5
6,2019,18998,0,2411,4,150,42.8,1.0
5,2015,6798,1,30299,4,125,54.3,1.2
13,2015,9698,1,37203,0,125,60.1,2.0
6,2019,17498,1,11184,4,145,60.1,1.0
5,2013,5998,1,50052,4,30,54.3,1.2
5,2017,8498,1,6721,4,125,54.3,1.2
6,2018,20498,1,10249,4,145,41.5,2.0
6,2016,9598,1,20340,0,0,74.3,1.5
5,2019,13898,1,7845,4,145,58.9,1.0
6,2014,8298,1,32541,0,20,67.3,1.6
6,2016,10298,1,34211,4,20,60.1,1.0
6,2018,13998,1,9328,4,145,58.9,1.0
13,2016,11798,2,15075,0,150,52.3,2.0
5,2017,10598,1,11544,4,145,65.7,1.0
6,2017,11998,1,10474,0,0,74.3,1.5
6,2019,25498,1,4813,4,145,34.5,2.3
5,2019,11998,1,14358,4,145,58.9,1.0
5,2019,13998,1,7512,4,145,58.9,1.0
6,2017,17298,1,16346,4,145,41.5,2.0
5,2015,7498,1,34362,4,125,54.3,1.2
5,2019,11798,1,12286,4,145,58.9,1.0
5,2019,11798,1,14068,4,145,58.9,1.0
5,2018,10698,1,14523,4,145,65.7,1.0
6,2013,6298,1,37966,4,30,56.5,1.0
6,2015,6998,1,76588,0,0,74.3,1.5
5,2016,7698,1,40480,4,0,65.7,1.0
5,2017,10698,1,23494,4,150,62.8,1.0
5,2018,9998,1,8608,4,145,55.4,1.1
18,2017,16498,1,33758,0,125,56.5,2.0
13,2017,15500,1,30878,0,145,60.1,2.0
2,2015,7900,1,26000,4,160,44.8,1.5
5,2018,10998,1,22410,4,145,56.5,1.0
5,2015,7498,1,25506,4,0,65.7,1.0
5,2017,10498,1,22788,4,145,65.7,1.0
5,2018,10998,1,21955,4,145,56.5,1.0
5,2019,14998,1,8783,4,145,55.4,1.0
5,2014,5998,1,43539,4,30,54.3,1.2
6,2016,10420,1,18913,4,20,60.1,1.0
6,2017,17630,1,25526,4,145,41.5,2.0
5,2013,6698,1,27783,0,0,76.4,1.5
13,2017,16998,1,19170,0,145,60.1,2.0
5,2014,6495,1,54249,4,30,54.3,1.2
13,2019,18995,2,4274,0,145,37.2,2.0
13,2015,9498,1,65151,0,145,54.3,2.0
1,2013,6498,1,45536,0,30,62.8,1.6
6,2017,11998,2,18978,0,0,74.3,1.5
5,2019,11498,1,14132,4,145,58.9,1.0
13,2014,9498,1,59114,0,200,47.9,2.0
12,2017,6999,1,11504,4,145,57.7,1.2
5,2016,6950,1,27098,4,125,54.3,1.2
2,2016,7995,1,31146,0,30,64.2,1.5
5,2017,7695,1,12868,4,125,54.3,1.2
2,2018,11795,1,32356,0,145,64.2,1.5
5,2014,5698,1,52395,4,30,54.3,1.2
5,2014,6698,1,45067,4,0,65.7,1.0
5,2016,7998,1,21715,4,125,54.3,1.2
12,2017,7998,1,5668,4,145,57.7,1.2
13,2017,15998,2,26663,0,145,54.3,2.0
6,2017,9498,1,35850,4,20,61.4,1.0
5,2015,6498,1,39167,4,0,65.7,1.0
13,2015,8998,1,61270,0,145,54.3,2.0
1,2015,7798,1,35901,4,160,44.1,1.6
14,2016,10698,1,64351,0,30,62.8,2.0
5,2017,8498,1,21302,4,125,54.3,1.2
13,2013,9798,1,39432,0,145,53.3,2.0
5,2015,6498,1,46857,4,125,54.3,1.2
12,2017,7998,1,6276,4,145,57.7,1.2
13,2013,8798,1,50216,0,145,53.3,2.0
6,2017,15798,1,27532,0,145,67.3,2.0
5,2018,9698,1,11783,4,150,64.2,1.1
6,2018,14000,1,12090,4,145,58.9,1.0
2,2018,13998,1,18980,4,145,52.3,1.0
5,2018,11250,1,15634,4,145,60.1,1.0
5,2015,8326,1,25604,4,0,65.7,1.0
5,2014,6672,1,29123,4,30,54.3,1.2
12,2017,7800,1,3194,4,150,57.7,1.2
6,2016,9000,1,19130,4,20,61.4,1.0
6,2018,12993,1,19135,4,145,57.7,1.0
2,2017,8742,1,38275,4,125,52.3,1.0
6,2013,6477,1,41250,4,30,56.5,1.0
13,2019,20998,1,100,4,150,35.3,1.5
5,2016,10298,1,18016,4,0,65.7,1.0
5,2017,8498,1,14110,4,150,54.3,1.2
13,2015,9000,1,52180,0,125,60.1,2.0
13,2019,18300,1,12587,4,145,35.3,1.5
13,2019,18700,1,7536,0,145,54.3,1.5
5,2017,7800,1,29543,4,125,54.3,1.2
12,2018,8150,1,9763,4,145,57.7,1.2
5,2018,12700,1,17299,4,145,61.4,1.0
5,2017,9300,1,11474,4,145,64.2,1.1
12,2017,7100,1,17750,4,145,57.7,1.2
6,2017,9798,1,39763,0,0,74.3,1.5
2,2017,9498,1,15750,4,145,44.8,1.5
5,2017,8998,1,13684,4,125,54.3,1.2
6,2016,10798,1,22904,0,0,74.3,1.5
9,2017,10498,1,35853,0,30,64.2,1.5
5,2016,8998,1,36488,4,20,62.8,1.0
14,2016,9998,2,65249,0,125,57.7,2.0
13,2019,17870,1,6618,0,145,45.6,1.5
6,2019,16640,1,7864,4,145,60.1,1.0
16,2020,20991,1,910,4,145,50.4,1.0
5,2018,9491,1,19272,4,145,64.2,1.1
6,2018,10700,1,28313,4,145,60.1,1.0
0,2018,10550,1,4723,4,145,55.4,1.0
6,2018,11000,1,11817,4,145,60.1,1.0
6,2019,18391,0,12821,4,145,50.4,1.0
5,2017,9157,1,14330,4,0,65.7,1.0
6,2017,10930,1,6471,4,20,61.4,1.0
5,2017,8000,1,20901,4,145,54.3,1.2
5,2018,10950,1,14415,4,145,65.7,1.0
5,2013,5200,1,50501,4,0,65.7,1.0
6,2018,13400,1,8271,4,145,60.1,1.0
12,2018,8000,1,6334,4,145,57.7,1.2
5,2017,9350,1,10228,4,145,64.2,1.1
5,2017,8500,1,17812,4,145,54.3,1.2
6,2016,11500,1,72085,0,20,67.3,2.0
5,2018,9650,1,29163,4,145,65.7,1.0
13,2017,16750,1,32879,0,145,54.3,2.0
6,2019,16998,1,15888,4,145,60.1,1.0
5,2016,7498,1,33631,4,125,54.3,1.2
5,2018,10498,1,7654,4,150,55.4,1.1
2,2016,9698,1,21169,4,125,53.3,1.0
13,2015,13998,1,28126,0,145,54.3,2.0
5,2017,10498,1,22125,4,0,65.7,1.0
6,2016,8798,1,47577,0,0,74.3,1.5
6,2017,11698,1,17750,0,0,74.3,1.5
6,2018,12998,1,15448,4,145,57.7,1.0
6,2019,13998,1,16879,4,150,58.9,1.0
5,2018,12500,1,33095,4,145,65.7,1.0
6,2017,11700,1,18524,4,20,60.1,1.0
5,2018,12500,1,33268,4,145,65.7,1.0
5,2018,9500,1,21857,4,145,64.2,1.1
5,2018,10000,1,21763,4,145,65.7,1.0
6,2017,11450,1,23319,4,145,60.1,1.0
12,2017,7500,1,10282,4,30,57.7,1.2
6,2017,11450,1,24521,4,20,60.1,1.0
5,2020,18000,1,5,4,145,55.4,1.0
12,2017,7700,1,7062,4,145,57.7,1.2
6,2018,11800,1,17312,4,145,60.1,1.0
5,2015,7850,1,19810,4,30,54.3,1.2
13,2019,18750,1,6157,0,145,54.3,1.5
5,2017,9750,1,9576,4,145,64.2,1.1
2,2018,12500,1,9963,4,145,54.3,1.0
5,2018,11500,1,16093,4,145,65.7,1.0
6,2017,10800,1,36050,4,145,60.1,1.0
13,2016,11998,1,28989,0,30,64.2,1.5
13,2019,17750,1,10785,4,145,34.4,1.5
13,2019,17500,1,14154,0,145,38.2,2.0
2,2018,13750,1,16025,4,145,54.3,1.0
6,2017,10400,1,13275,4,145,60.1,1.0
13,2017,15995,1,22894,0,145,64.2,1.5
13,2014,9650,1,63348,0,145,53.3,2.0
5,2016,8600,1,32408,4,0,65.7,1.0
6,2016,13500,1,36638,0,20,67.3,2.0
6,2018,11500,1,10051,4,145,60.1,1.0
6,2018,11650,1,7680,4,145,60.1,1.0
12,2017,7750,1,22499,4,145,57.7,1.2
5,2017,9000,1,15378,4,0,65.7,1.0
5,2017,11298,1,11806,4,0,65.7,1.0
6,2014,5698,1,70745,4,20,60.1,1.0
5,2014,5298,1,69323,0,0,76.4,1.5
5,2013,6498,2,40491,4,150,47.9,1.6
13,2017,13500,1,9374,0,145,64.2,1.5
5,2018,11500,1,23239,4,145,65.7,1.0
12,2019,10000,1,3914,4,145,47.9,1.2
6,2018,12598,1,22162,4,150,57.7,1.0
6,2015,9498,1,29901,0,0,74.3,1.5
6,2019,16498,1,14645,4,150,60.1,1.0
5,2018,10998,1,25642,4,145,65.7,1.0
5,2017,9498,1,8552,4,125,54.3,1.2
6,2016,10498,1,17685,0,0,74.3,1.5
13,2017,12998,1,6318,4,160,45.6,1.5
6,2019,16498,0,5955,4,145,51.4,1.0
6,2019,18498,0,6096,0,145,64.2,2.0
6,2017,10498,1,26029,0,0,74.3,1.5
2,2017,8500,1,27400,4,150,53.3,1.0
5,2017,11500,1,12061,0,145,78.5,1.5
5,2018,11450,1,15220,4,145,65.7,1.0
2,2018,12850,1,19225,4,145,54.3,1.0
6,2019,25500,1,3011,4,145,34.5,2.3
6,2019,25500,1,6338,4,145,34.5,2.3
6,2016,9000,1,36565,0,0,74.3,1.5
13,2015,12000,1,28676,0,125,60.1,2.0
6,2016,10250,1,23256,4,125,51.4,1.5
5,2017,9000,1,19869,0,145,78.5,1.5
6,2017,9998,1,28761,0,0,74.3,1.5
13,2017,12198,1,25966,0,30,64.2,1.5
13,2015,12298,1,33749,0,125,60.1,2.0
0,2014,6498,1,34744,4,30,55.4,1.0
6,2017,14000,1,43000,4,150,41.5,2.0
5,2016,7000,1,65000,0,0,88.3,1.5
11,2013,4950,1,25300,4,30,57.7,1.2
6,2017,10500,1,37920,0,145,74.3,1.5
6,2018,13650,1,13485,4,145,57.7,1.0
5,2018,10850,1,12946,4,145,65.7,1.0
5,2018,9650,1,15237,4,145,64.2,1.1
5,2018,9950,1,9649,4,145,64.2,1.1
5,2018,10000,1,27843,4,145,65.7,1.0
6,2013,6776,1,35490,0,20,67.3,1.6
6,2016,7480,1,62595,0,0,74.3,1.5
5,2017,8310,1,18680,4,125,54.3,1.2
12,2017,7625,1,13404,4,145,57.7,1.2
11,2014,4430,1,28883,4,30,57.7,1.2
5,2016,8498,1,20447,4,125,54.3,1.2
2,2018,12698,1,1370,4,145,54.3,1.0
6,2018,13998,1,12024,4,145,58.9,1.0
6,2017,11498,1,15378,4,20,61.4,1.0
6,2015,7698,1,43361,4,20,60.1,1.0
5,2018,9000,1,9592,4,145,64.2,1.1
5,2018,9000,1,10945,4,145,64.2,1.1
5,2018,10450,1,9000,4,145,64.2,1.1
5,2018,10450,1,20000,4,145,65.7,1.0
5,2018,10000,1,8932,4,145,65.7,1.0
5,2017,10000,1,19496,4,145,65.7,1.0
5,2018,10650,1,11451,4,145,65.7,1.0
13,2016,15000,1,18454,0,145,54.3,2.0
5,2017,10000,1,12068,4,145,65.7,1.0
5,2017,8850,1,16913,4,125,54.3,1.2
2,2016,10998,2,13303,4,160,44.8,1.5
6,2019,17998,0,2676,0,145,64.2,2.0
0,2016,8698,1,24917,4,30,57.7,1.0
5,2014,7698,1,8487,4,30,54.3,1.2
5,2016,9998,1,24242,4,0,65.7,1.0
13,2017,13998,1,21511,0,150,64.2,1.5
0,2014,7998,2,29044,4,165,44.1,1.6
6,2017,11298,1,14604,0,0,74.3,1.5
6,2019,15298,0,12779,4,145,48.7,1.0
13,2019,19298,1,11251,4,145,39.2,1.5
5,2018,13495,1,14000,0,145,88.3,1.5
13,2017,13995,1,58402,0,125,60.1,2.0
18,2017,14995,1,67318,0,125,56.5,2.0
8,2017,14995,1,50565,0,150,56.5,2.0
2,2019,16995,2,4401,4,150,45.6,1.0
13,2019,18495,1,9447,0,150,54.3,1.5
18,2016,15495,0,72189,0,125,56.5,2.0
1,2017,10495,1,34463,4,145,55.4,1.0
6,2017,38015,1,197,0,145,74.3,1.5
13,2017,13995,1,55121,0,145,54.3,2.0
13,2018,16998,1,3713,0,145,54.3,1.5
5,2013,8698,1,9734,4,0,65.7,1.0
5,2018,10498,1,8163,4,150,55.4,1.1
5,2016,7298,1,33349,4,125,54.3,1.2
13,2015,9498,1,62232,0,125,60.1,2.0
6,2017,14498,1,37886,0,20,67.3,2.0
1,2017,10998,1,13888,0,145,68.9,1.5
9,2017,10798,1,19318,0,30,64.2,1.5
18,2017,16498,1,25595,4,150,43.5,1.5
6,2017,16998,1,25129,0,20,67.3,2.0
10,2017,14998,0,12757,0,145,56.6,1.5
9,2017,12498,2,17367,0,30,58.9,1.5
6,2017,15995,1,22947,0,20,67.3,2.0
5,2017,7995,1,18250,4,125,54.3,1.2
21,2016,16700,1,22704,0,200,44.8,2.0
5,2017,7430,1,12370,4,125,54.3,1.2
5,2015,6999,1,27425,4,125,54.3,1.2
6,2013,5999,1,41675,4,20,58.9,1.0
14,2015,9999,1,45971,0,20,68.9,2.0
5,2017,7713,1,12370,4,125,54.3,1.2
1,2016,9247,1,26199,0,20,68.9,1.5
13,2017,13190,1,31181,0,145,60.1,2.0
6,2018,11810,1,17330,4,145,51.4,1.5
12,2019,10600,1,2179,4,145,47.9,1.2
12,2019,10440,1,1524,4,145,47.9,1.2
12,2019,10460,1,1161,4,145,47.9,1.2
5,2017,10260,1,20926,4,0,65.7,1.0
1,2017,9650,1,42581,0,20,68.9,1.5
13,2018,15891,1,21651,4,145,45.6,1.5
14,2018,13691,1,9055,0,145,78.5,1.5
6,2017,9870,1,23699,4,145,60.1,1.0
5,2017,9020,1,29535,4,0,65.7,1.0
13,2017,12320,1,28866,0,145,54.3,2.0
5,2016,8990,1,7872,4,0,65.7,1.0
6,2017,11991,1,23445,0,0,74.3,1.5
5,2014,5491,1,60259,4,30,54.3,1.2
5,2016,9210,1,28720,4,0,65.7,1.0
5,2017,10491,1,19980,4,0,65.7,1.0
8,2017,20627,0,7743,0,145,52.3,2.0
5,2019,10850,1,14669,4,145,58.9,1.0
12,2018,7500,1,8879,4,145,57.7,1.2
6,2016,9790,1,34006,0,0,74.3,1.5
12,2017,7450,1,11690,4,145,57.7,1.2
11,2013,3691,1,33735,4,30,57.7,1.2
1,2017,10980,1,28523,0,20,68.9,1.5
5,2019,14021,0,5489,4,145,48.7,1.0
6,2018,16700,1,7732,4,145,60.1,1.0
14,2017,12790,1,31959,4,145,48.7,1.5
12,2018,8095,1,7933,4,145,57.7,1.2
6,2018,18797,1,5946,4,145,41.5,2.0
6,2015,8000,1,45566,0,0,74.3,1.5
5,2016,8640,1,17782,4,125,54.3,1.2
1,2014,8830,1,32123,4,30,55.4,1.0
5,2014,6250,1,40946,4,0,65.7,1.0
5,2016,7495,1,28805,4,125,54.3,1.2
6,2018,13498,1,18744,0,145,74.3,1.5
21,2017,17998,1,41269,0,145,44.8,2.0
6,2017,10991,1,25899,4,150,60.1,1.0
6,2018,12991,1,15623,4,150,57.7,1.0
5,2019,12991,1,13505,4,150,58.9,1.0
5,2020,15980,1,2489,4,150,55.4,1.0
14,2017,13991,2,27492,0,125,58.9,2.0
2,2017,9791,1,28000,4,145,52.3,1.0
6,2017,11291,2,12857,4,125,51.4,1.0
5,2014,7830,1,34567,4,0,65.7,1.0
6,2015,7180,1,44583,0,0,74.3,1.5
6,2017,18491,1,18523,4,200,41.5,2.0
5,2018,10760,1,12849,4,145,58.9,1.0
5,2018,11030,1,20271,4,145,65.7,1.0
5,2018,10870,1,19733,4,145,65.7,1.0
6,2016,11290,1,9928,4,20,60.1,1.0
14,2015,9221,1,59292,0,20,68.9,2.0
1,2016,9791,2,37561,0,20,64.2,1.5
1,2017,10291,1,12812,0,20,68.9,1.5
9,2015,8991,1,49633,0,30,64.2,1.5
5,2014,6691,1,33391,4,30,54.3,1.2
13,2017,17491,1,20000,0,150,54.3,2.0
21,2016,15298,1,62505,0,200,46.3,2.0
6,2017,10998,1,31953,0,145,74.3,1.5
5,2016,7998,1,20777,4,125,54.3,1.2
13,2016,12498,1,13920,4,160,45.6,1.5
5,2016,8498,1,39271,0,0,88.3,1.5
